event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-20T08:59:26Z,1,0,1,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T08:59:36Z,10003,1,1,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T08:59:46Z,20006,2,2,10.0,80.0,20.0,1000,1000,10.00,39384,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T08:59:56Z,30007,3,3,10.0,80.0,20.0,1000,1000,10.00,32001,0,4580,0,17099,80885,170990.00,0.00,14.31,0.00,0.00,0,1,0,0,,on,2
sample,2026-05-20T09:00:06Z,40008,4,4,10.0,80.0,20.0,1000,1000,10.00,53048,2181,34707,8248,98734,3354766,987340.00,2367426.00,65.43,4.11,70.57,0,0,0,0,,on,2
sample,2026-05-20T09:00:16Z,50010,5,5,10.0,80.0,20.0,1000,1000,10.00,57927,28213,30165,2112,107552,4058478,1075520.00,2982958.00,52.07,48.70,73.50,0,0,0,0,,on,2
sample,2026-05-20T09:00:26Z,60012,6,6,10.0,80.0,20.0,1000,1000,10.00,119169,65420,85008,28422,77534,1730685,775340.00,955345.00,71.33,54.90,55.20,0,0,0,0,,on,2
sample,2026-05-20T09:00:36Z,70013,7,7,10.0,80.0,20.0,1000,1000,10.00,72248,72222,72248,0,31980,3725550,319800.00,3405750.00,100.00,99.96,91.42,1,0,0,1,,on,2
sample,2026-05-20T09:00:46Z,80014,8,8,10.0,80.0,20.0,1000,1000,10.00,34946,33669,34554,294,44645,1660857,446450.00,1214407.00,98.88,96.35,73.12,2,0,0,2,,on,2
sample,2026-05-20T09:00:56Z,90015,9,9,10.0,80.0,20.0,1000,1000,10.00,58571,33618,48735,2874,26775,1133039,267750.00,865289.00,83.21,57.40,76.37,3,0,0,3,,on,2
off,2026-05-20T09:00:56Z,90015,9,9,10.0,80.0,20.0,1000,1000,10.00,58571,33618,48735,2874,26775,1133039,267750.00,865289.00,83.21,57.40,76.37,3,0,0,3,local_access,off,0
sample,2026-05-20T09:01:06Z,100016,10,10,10.0,80.0,20.0,1000,1000,10.00,56568,11939,50591,3,41810,41829,418100.00,0.00,89.43,21.11,0.00,1,1,0,1,,off,0
sample,2026-05-20T09:01:16Z,110017,11,11,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,5969,5969,59690.00,0.00,0.00,0.00,0.00,0,2,0,0,,off,0
sample,2026-05-20T09:01:26Z,120018,12,12,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,649,649,6490.00,0.00,0.00,0.00,0.00,0,0,1,0,,off,0
