event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-20T09:13:24Z,0,0,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T09:13:44Z,20002,1,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T09:14:04Z,40005,2,2,20.0,80.0,20.0,1000,1000,10.00,66894,0,31363,0,81987,2298348,819870.00,1478478.00,46.88,0.00,64.33,0,0,0,0,,on,2
sample,2026-05-20T09:14:24Z,60006,3,3,20.0,80.0,20.0,1000,1000,10.00,109893,23402,78823,31070,148260,7074162,1482600.00,5591562.00,71.73,21.30,79.04,0,0,0,0,,on,2
sample,2026-05-20T09:14:44Z,80007,4,4,20.0,80.0,20.0,1000,1000,10.00,121977,68576,94612,27365,96251,5465321,962510.00,4502811.00,77.57,56.22,82.39,0,0,0,0,,on,2
sample,2026-05-20T09:15:04Z,100008,5,5,20.0,80.0,20.0,1000,1000,10.00,110303,82744,107981,690,50361,2350497,503610.00,1846887.00,97.89,75.02,78.57,1,0,0,1,,on,2
sample,2026-05-20T09:15:24Z,120009,6,6,20.0,80.0,20.0,1000,1000,10.00,35599,23631,34490,1109,89841,3978785,898410.00,3080375.00,96.88,66.38,77.42,2,0,0,2,,on,2
sample,2026-05-20T09:15:44Z,140010,7,7,20.0,80.0,20.0,1000,1000,10.00,83998,74074,82302,1678,50923,1461168,509230.00,951938.00,97.98,88.19,65.15,3,0,0,3,,on,2
off,2026-05-20T09:15:44Z,140010,7,7,20.0,80.0,20.0,1000,1000,10.00,83998,74074,82302,1678,50923,1461168,509230.00,951938.00,97.98,88.19,65.15,3,0,0,3,local_access,off,0
sample,2026-05-20T09:16:04Z,160011,8,8,20.0,80.0,20.0,1000,1000,10.00,62510,25668,58591,3919,7715,7730,77150.00,0.00,93.73,41.06,0.00,1,1,0,1,,off,0
sample,2026-05-20T09:16:24Z,180012,9,9,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,,off,0
sample,2026-05-20T09:16:44Z,200013,10,10,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,,off,0
on,2026-05-20T09:16:44Z,200013,10,10,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,reenable,on,2
sample,2026-05-20T09:17:04Z,220014,11,11,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1477565,0.00,1477565.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:17:24Z,240015,12,12,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2780317,0.00,2780317.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:17:44Z,260016,13,13,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1493161,0.00,1493161.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:18:04Z,280017,14,14,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,3942465,0.00,3942465.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:18:24Z,300018,15,15,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2561319,0.00,2561319.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:18:44Z,320019,16,16,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1772533,0.00,1772533.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:19:04Z,340021,17,17,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,3776634,0.00,3776634.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:19:24Z,360021,18,18,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,802534,0.00,802534.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:19:44Z,380025,19,19,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2933714,0.00,2933714.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T09:20:04Z,400026,20,20,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2913832,0.00,2913832.00,0.00,0.00,100.00,0,0,0,0,,on,2
exit,2026-05-20T09:20:21Z,416446,21,0,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
