event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-20T08:26:22Z,0,0,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T08:26:42Z,20003,1,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,1,1,10.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T08:27:02Z,40005,2,2,20.0,80.0,20.0,1000,1000,10.00,72113,1,72113,0,374296,4606130,3742960.00,863170.00,100.00,0.00,18.74,1,1,0,1,,on,2
sample,2026-05-20T08:27:22Z,60007,3,3,20.0,80.0,20.0,1000,1000,10.00,302184,177021,302184,0,405722,3643684,4057220.00,0.00,100.00,58.58,0.00,2,2,0,2,,on,2
sample,2026-05-20T08:27:42Z,80009,4,4,20.0,80.0,20.0,1000,1000,10.00,406274,238395,405722,549,129939,4118029,1299390.00,2818639.00,99.86,58.68,68.45,3,0,0,3,,on,2
off,2026-05-20T08:27:42Z,80009,4,4,20.0,80.0,20.0,1000,1000,10.00,406274,238395,405722,549,129939,4118029,1299390.00,2818639.00,99.86,58.68,68.45,3,0,0,3,local_access,off,0
sample,2026-05-20T08:28:02Z,100010,5,5,20.0,80.0,20.0,1000,1000,10.00,156141,129945,156141,0,26196,26196,261960.00,0.00,100.00,83.22,0.00,1,1,0,1,,off,0
sample,2026-05-20T08:28:22Z,120011,6,6,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,,off,0
sample,2026-05-20T08:28:42Z,140012,7,7,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,,off,0
on,2026-05-20T08:28:42Z,140012,7,7,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,reenable,on,2
sample,2026-05-20T08:29:02Z,160013,8,8,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2038594,0.00,2038594.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T08:29:22Z,180014,9,9,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,3195600,0.00,3195600.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T08:29:42Z,200015,10,10,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,873055,0.00,873055.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T08:30:02Z,220017,11,11,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2839474,0.00,2839474.00,0.00,0.00,100.00,0,0,0,0,,on,2
exit,2026-05-20T08:30:16Z,233232,12,0,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
